month,simulation_id,traditional_salary,ai_salary,lambda_shock
54,0,3630.6724547915724,5820.786018036674,0.059496204323329166
55,0,3633.377908009529,5810.412399459123,0.08523461985664235
56,0,3616.4623452995465,5803.9897864736695,0.17129227748966025
57,0,3615.4498233918775,5811.229418351018,0.20687317323016502
58,0,3531.9388415861113,5779.999588738212,0.24176498847242228
59,0,3431.027198120921,5741.8591843985905,0.26230133339365497
0,1,5268.102461362335,5977.715862907841,0.449
1,1,5187.825409225127,5958.0476583715235,0.4170291304035488
2,1,5207.46308931899,5993.654885980532,0.37966090373454553
3,1,5116.891917834373,5985.661150047459,0.3762899230738346
4,1,5106.6100640361055,5958.953907017892,0.30447849557208617
5,1,4994.217890815619,5933.484954470882,0.3461095353275598
6,1,4958.07451515118,5931.152160939943,0.32823869432561154
7,1,4893.945322472861,5933.704166277873,0.3443776197803894
8,1,4907.545339196933,5953.715725413476,0.38729967953565403
9,1,4848.780553593965,5932.445789868036,0.35338662447051666
10,1,4748.171695089723,5920.771990077322,0.31906968968104527
11,1,4740.321030378865,5933.882047780301,0.24782217895999953
12,1,4681.985169575309,5938.126351869852,0.24054831525368103
13,1,4600.757404854322,5931.323332381251,0.25620794388489654
14,1,4550.139421088432,5939.8374107728305,0.26583337005331836
15,1,4443.403730188829,5909.05196280462,0.21519415170616565
16,1,4423.385091903868,5912.444487608749,0.2081455663283856
17,1,4494.815512197673,5922.744026443902,0.1585224450957612
18,1,4425.531306007408,5896.325385939387,0.145326957666954
19,1,4317.810132171244,5847.273439236181,0.2419560870341625
20,1,4346.3914423690685,5868.977744978199,0.31148845126031266
21,1,4246.159926684582,5841.083347752673,0.2955318063391895
22,1,4172.25405393821,5790.847034577294,0.4038054899988194
23,1,4167.7684263742585,5787.8716597903895,0.3440599472286028
24,1,4113.113446991685,5766.3064003563795,0.33530419092971153
25,1,4051.1618500948716,5762.43246112353,0.37544546668504636
26,1,3973.595672359966,5727.8202385293525,0.4480617532865284
27,1,3827.785215351314,5722.881808740602,0.41633546670835136
28,1,3756.51499319412,5666.458235382999,0.43364197358275347
29,1,3667.3795345137232,5678.285554691267,0.4087224889573698
30,1,3633.411848941495,5641.508582068041,0.2888636346995144
31,1,3585.95615109474,5665.144088995709,0.30816535545870033
32,1,3545.4832311768273,5640.153726006011,0.40164497648398867
33,1,3557.4191580231204,5633.004438403068,0.38382164145746656
34,1,3537.6355332890057,5608.8853646955695,0.35659778402577696
35,1,3532.0165868939407,5650.891678539838,0.3304536629005587
36,1,3417.852875163282,5645.658142618405,0.28119953588002694
37,1,3441.285875781147,5646.433765741281,0.26776797879157355
38,1,3399.4099069044746,5650.199838735256,0.3203828796840626
39,1,3435.3108950955466,5677.971551227988,0.32776157808296946
40,1,3329.2619924401974,5664.948402777083,0.34627974006912077
41,1,3233.609511504131,5630.79704722879,0.3240755147982011
42,1,3163.3717021925704,5612.602580784846,0.38419120154082326
43,1,3098.215821323856,5597.427024947106,0.45634969869859465
44,1,3081.3344755025055,5601.8744075806835,0.426122199180854
45,1,3096.032908164145,5615.360516242873,0.28722270710570563
46,1,3081.000224241518,5615.888045006886,0.21475382272377203
47,1,3057.4630736839154,5618.214466849337,0.20907976311900392
48,1,3063.760452614493,5625.305762840521,0.30249824602184683
49,1,3097.3363958464156,5675.608007354046,0.29031722242520513
50,1,3145.0551940328587,5670.139584238761,0.34078410487934163
51,1,3120.485281834396,5653.424633246698,0.2845865473170924
52,1,3035.221118226966,5601.319904806184,0.23764503603969098
53,1,2985.7826967922283,5586.013757455413,0.24248997624926405
54,1,2972.7557975758855,5575.041602855819,0.2579085887034362
55,1,2933.123007485188,5583.6026079207495,0.24579706174524843
56,1,2867.8454645076044,5554.051747269137,0.2436991929872395
57,1,2810.31102722373,5552.715596611412,0.20880200957303702
58,1,2872.236233096522,5602.462152088075,0.162622619965863
59,1,2844.2813462979184,5595.9198011984445,0.14464361248839475
0,2,5268.102461362335,5977.715862907841,0.449
1,2,5146.289721318533,5935.145321030147,0.4574203233382967
2,2,5015.593848143729,5908.727566372069,0.40101278226296844
3,2,5054.186769037857,5950.206294226181,0.332817188625804
4,2,5057.233668086379,5972.695709756587,0.28940199812955547
5,2,5039.157363182231,5958.176709240022,0.27031142699818
6,2,4988.125821521684,5951.256820806235,0.3122288371462359
7,2,4981.144085112471,5978.827009666372,0.31857037224256607
8,2,4917.910914797722,5955.829175239665,0.22939180493884925
9,2,4974.792822134453,6026.124890949116,0.22306537989955733
10,2,4999.926192371413,6045.381103877059,0.19100810826444498
11,2,4963.374014944888,6051.24130508337,0.22151452504579414
12,2,5003.718892937653,6102.010736820911,0.19645089895119072
13,2,4897.209502694077,6081.997805721033,0.23462048354141724
14,2,4773.862325648617,6050.197631245552,0.2509524929766972
15,2,4818.430670532931,6076.268823825283,0.26888300342555965
16,2,4649.735821155698,6000.4385335560555,0.20636810516696896
17,2,4597.117624613548,5998.598399688058,0.284862223920667
18,2,4571.477858554109,6002.186951158754,0.277820958399512
19,2,4492.553108712816,5972.982637702988,0.19175461388734877
20,2,4450.057779499323,5976.087406448494,0.19241811455754582
21,2,4354.409950654947,5976.766334733316,0.12488436986763586
22,2,4394.759023153247,5995.518392592858,0.05513229446576967
23,2,4331.824145679585,6021.309867494886,0.0741160511372396
24,2,4223.490734517796,6030.014924514299,0.11170341635004766
25,2,4201.154246924002,6029.154204551873,0.12076735370149637
26,2,4117.374651487539,6035.404316159329,0.10552380207123019
27,2,4109.8500939941605,6065.769773067335,0.11890561459430857
28,2,4022.1105371990125,6033.799873461605,0.10506044266468853
29,2,3937.8440809350627,6003.978750411518,0.1335475070401605
30,2,3856.975836947046,6007.875822603812,0.17989849919500323
31,2,3782.490286419307,5993.658288995188,0.175737230543561
32,2,3827.4915634859485,6015.115364366929,0.2042095633810792
33,2,3747.9534581184735,5979.878913844217,0.17971009254232073
34,2,3704.701360766019,5927.137680790852,0.16071547325684604
35,2,3731.47880211703,5958.653429848882,0.19332803944438634
36,2,3676.2365543465385,5959.186907246926,0.164550675029683
37,2,3652.5514969824517,5964.450383494836,0.15852275043314157
38,2,3693.5849074718126,5987.164099504322,0.06995800314420024
39,2,3587.6699693850255,6007.03923261833,0.12889289876966237
40,2,3556.0131367554277,5984.8999268413745,0.17524032295990233
41,2,3579.0093241389654,5982.631161715216,0.08875361751710299
42,2,3511.802926798054,5952.188680104533,0.08386377326662728
43,2,3527.2777678567027,5980.195241512016,0.08004524245031745
44,2,3475.245190311614,5947.7434372467205,0.10761269099133061
45,2,3396.3303711330277,5895.230223089021,0.16705501006380213
46,2,3366.954881979968,5879.264420286457,0.19263239631381085
47,2,3307.9447869231467,5826.2255478256575,0.21766915767099496
48,2,3203.844489774896,5796.561676544996,0.29415245437773013
49,2,3191.898098143663,5766.112884541414,0.32684781822876496
50,2,3198.623659178728,5780.749766268762,0.2412366853225696
51,2,3208.005983270594,5817.900598734807,0.2722598603318729
52,2,3200.2932572005125,5826.302756725931,0.3037311513615911
53,2,3195.0390352253903,5824.879581261332,0.2860740411677166
54,2,3194.5359750270695,5802.22233180146,0.19572610045958447
55,2,3247.4576750662422,5813.923266905908,0.18380892278500088
56,2,3238.1250701983004,5787.964919763851,0.14213583900104743
57,2,3221.8696944015123,5760.345596118965,0.1578336095760759
58,2,3207.416392874045,5769.586248744736,0.17784867604327678
59,2,3101.355129175944,5735.9663667205195,0.24822302008693214
0,3,5268.102461362335,5977.715862907841,0.449
1,3,5166.794752003605,5946.544360590809,0.5024053126466408
2,3,5134.495438797185,5953.2578612689795,0.47787403827705605
3,3,5060.557163536234,5925.892121147831,0.47990698368817897
4,3,4887.728683457024,5885.371097748399,0.45964269787645545
5,3,4860.460787956412,5887.683773967393,0.4383676288781653
6,3,4810.55701259462,5885.563823214708,0.4933398800989566
7,3,4735.8278808129835,5867.930640630936,0.3983668532990036
8,3,4639.356989602191,5825.824013813214,0.46796560810659327
9,3,4583.871717846879,5803.478984373599,0.4321906292431584
10,3,4475.687880515593,5801.196364264587,0.45697047871014757
11,3,4427.979093599782,5786.940106091523,0.3994846405216166
12,3,4391.915451697411,5806.446973070854,0.38820541879618975
13,3,4343.988957110521,5795.482211836289,0.30860487040533424
14,3,4382.285408218266,5831.439445763468,0.2358109154722321
15,3,4311.652213932616,5775.590486512883,0.18012144648643502
16,3,4287.548748585888,5771.798226539178,0.253678796891374
17,3,4237.723157144538,5764.743900002751,0.29286540189476434
18,3,4159.5982617115,5731.121949668681,0.3244869505669515
19,3,4186.007757695836,5733.816102047035,0.30262845562144763
20,3,4152.617384571612,5732.501736678767,0.3044568504048959
21,3,4108.612541942178,5728.327676691371,0.2226818719286972
22,3,4033.8580504815436,5738.563260909668,0.29112205809401304
23,3,3974.8066949500253,5725.825479029217,0.2781942610810575
24,3,3951.544593869735,5704.060628206334,0.29756275582838954
25,3,3925.9202431425597,5699.482281048169,0.234486443724742
26,3,3889.537413145689,5694.801558900987,0.29893951062341206
27,3,3946.0804281781707,5717.7558517551715,0.2989761297955252
28,3,3824.827222804198,5719.504426882348,0.4036501012021934
29,3,3771.6877764109317,5692.090102988223,0.3901000734839913
30,3,3629.4762095757287,5636.27124855047,0.35362248209431746
31,3,3684.0612378706182,5629.000456971375,0.3237376437004138
32,3,3590.1773577849926,5588.470382938767,0.23667791965765836
33,3,3620.499832760903,5635.200708019902,0.1889842926184685
34,3,3597.8388580613814,5655.729337600939,0.19547836678269817
35,3,3629.831739705984,5664.219828349398,0.12726394565491078
36,3,3597.656909436583,5656.176487176286,0.1482615341284822
37,3,3560.6688926166066,5655.735638787485,0.0816858047408856
38,3,3572.948149297236,5668.984167317099,0.07983228652281546
39,3,3547.1714470901934,5656.300728794309,0.06603599440281216
40,3,3571.8089315881966,5657.228693070644,0.08006307976854865
41,3,3566.66037764729,5653.996006042608,0.11856006297716995
42,3,3553.0864594772697,5643.02395167914,0.08032069269167985
43,3,3535.6173871648048,5599.014805737116,0.04578731857781641
44,3,3534.0075844619455,5607.68638736479,0.0037083503716969363
45,3,3571.8302102558855,5623.493610681687,0.0
46,3,3568.4964870404306,5636.447333630078,0.007890875560292868
47,3,3530.6953218599274,5631.403194989881,0.07495964899126582
48,3,3518.4684044233436,5648.00250314518,0.08900031618151043
49,3,3498.804819917904,5668.93190826142,0.08301455382210109
50,3,3425.918322371742,5666.995678138291,0.0
51,3,3412.450893342037,5684.119415313135,0.041511132799329054
52,3,3448.715361421255,5749.353141839144,0.06952209009743221
53,3,3379.26644539428,5767.9177704074245,0.14553355792744463
54,3,3405.4855558760423,5819.329589600418,0.2124223473859444
55,3,3397.327756855834,5807.461330187323,0.22549390813778683
56,3,3291.0343755874305,5801.0997484433265,0.20370331860934837
57,3,3211.237589226352,5771.853871370303,0.21040907865838324
58,3,3175.511116828772,5774.979236899515,0.2564506064803613
59,3,3109.359477177226,5755.32913777457,0.18504689221889703
0,4,5268.102461362335,5977.715862907841,0.449
1,4,5205.3246910278085,5991.919613518937,0.4121012595738343
2,4,5070.522845064207,5962.559809460113,0.4524505003534938
3,4,4975.808006845098,5923.585011763971,0.3506627828668357
4,4,4727.1825451167215,5849.961289841336,0.38826433156830675
5,4,4686.940679398145,5819.801371522681,0.4063403065232538
6,4,4676.638732779685,5819.738736896121,0.42103900333082445
7,4,4683.833589036141,5813.281789891235,0.38939970883162567
8,4,4714.7678666551055,5843.323193039085,0.3874580721365951
9,4,4770.245866881661,5899.605695833842,0.39516490989357533
10,4,4617.877409566626,5907.03344210609,0.2353055729037132
11,4,4644.088352609059,5926.896622406926,0.2149840591704699
12,4,4541.276315323407,5912.547547245997,0.1042224724274055
13,4,4495.405432066312,5899.41700887973,0.1190120616740749
14,4,4365.287705784145,5879.795510006197,0.14777704395396823
15,4,4222.287371433785,5849.852594459416,0.2113290741070593
16,4,4034.2181845268055,5808.557609605861,0.20441457732066484
17,4,4029.9432279842094,5830.8679086160955,0.15766190341906433
18,4,3973.5619058427737,5795.275495549916,0.1624922237733677
19,4,3997.704983086052,5786.275991615902,0.16100572481165307
20,4,4057.951289054814,5785.967804658113,0.12786897133415065
21,4,4024.814893155315,5798.787941343122,0.1175075034402962
22,4,3944.3792139574034,5790.544972517785,0.14253996881786907
23,4,3873.9881943199,5764.342929191953,0.17212751032805287
24,4,3847.429685912114,5751.663715533817,0.22029550973323128
25,4,3889.1624372281262,5773.0817833511355,0.27874655174534324
26,4,3930.902607803336,5766.40783056436,0.168792415304652
27,4,3957.747199570137,5748.148849603758,0.2879234708792603
28,4,3958.2886152625697,5773.686988759906,0.2733444811337866
29,4,4022.067655034522,5804.8225753090655,0.33722080926203646
30,4,3980.6054391763846,5801.63241839439,0.3745623004295885
31,4,3984.122455064103,5815.653651393245,0.3965872259648738
32,4,4059.4897835614506,5847.3892621949135,0.3359340578956682
33,4,4022.749034098381,5842.42855444227,0.24580567085182597
34,4,3930.8926264262777,5806.063365075716,0.19939210336806543
35,4,3905.8034841584868,5794.746122770074,0.290977467765006
36,4,3837.229452595569,5753.301313207916,0.24631180333656166
37,4,3825.918048512567,5789.262162139027,0.22136509771914864
38,4,3924.6814918954224,5805.10605955538,0.24128921118284818
39,4,3812.8423787208794,5776.948870913756,0.14932140188900916
40,4,3798.338135569666,5805.752296348702,0.19541249426161342
41,4,3839.4037761962136,5823.002813811312,0.19263022527611906
42,4,3893.5807123394566,5850.660630575932,0.1637419722059027
43,4,3867.5829913614166,5857.1843730540795,0.18488925915517096
44,4,3873.0656589059645,5862.704808034367,0.15041831536283037
45,4,3825.6308505895367,5856.368693023329,0.22298898713508208
46,4,3834.7744506246736,5819.967223436017,0.2094132875005651
47,4,3850.118391406865,5827.331575651779,0.26707042357382266
48,4,3852.810144865227,5834.875612213851,0.14962506707662496
49,4,3788.174683470418,5822.36545382209,0.1681866587555658
50,4,3729.2974546252644,5825.181135251918,0.13972238602646747
51,4,3667.3520806904144,5795.6102562065125,0.16749557987452107
52,4,3698.155407281378,5823.728790601055,0.11311951361905366
53,4,3650.1760462441725,5825.067069961137,0.16071714238541723
54,4,3698.436921591901,5850.234277393921,0.11799843944059432
55,4,3749.2490172583325,5883.397136289429,0.11940566910774873
56,4,3733.331134386655,5900.879464742569,0.13729721525729854
57,4,3693.818375515994,5880.783977834225,0.10206845909033865
58,4,3628.776345254174,5876.825036192349,0.10456024426035553
59,4,3613.614822109354,5865.898457920027,0.1103397240342981
0,5,5268.102461362335,5977.715862907841,0.449
1,5,5237.990365872294,5987.809506468913,0.41210210330573566
2,5,5193.762410912579,6017.111755485089,0.35130170264058713
3,5,5154.413053232723,6027.785509295664,0.3025868260575261
4,5,5112.263886617196,5976.618836201952,0.3280354625662548
5,5,4973.994018316745,5991.396260354764,0.31223642829133386
6,5,4867.199091766115,5966.750397202482,0.3530321265749352
7,5,4774.070793886335,5967.173414657505,0.371310871283373
8,5,4693.196192005153,6001.714072706255,0.3598534968235626
9,5,4489.723453271116,5921.555373672061,0.358607505932055
10,5,4467.506377779653,5947.925381660155,0.2772362912594382
11,5,4472.446961902973,5985.866024166522,0.2719938328338724
12,5,4410.966081069631,5972.3865531843085,0.1681081409316206
13,5,4466.546061985561,6015.45683898557,0.1507260310033978
14,5,4403.650105856458,6015.318374992199,0.18815083092982077
15,5,4417.8989700260645,6009.06302401506,0.26075051628735524
16,5,4366.527353112156,6001.680534731662,0.22732950133550756
17,5,4379.48022827106,6016.920484428826,0.2416148369603052
18,5,4400.20783141673,6000.2231942775625,0.289227679037525
19,5,4456.593865960581,6008.974844515225,0.25499774221516297
20,5,4378.613187788238,5974.420752758453,0.2754237069631678
21,5,4293.9343898473335,5981.707228787752,0.18669098258885974
22,5,4277.35295506481,5967.3829715091515,0.20386243780488522
23,5,4239.769025559669,5992.526767772842,0.22466393414478833
24,5,4101.099400847688,5939.906617544357,0.2665674845317684
25,5,4151.164433752968,5970.66227429141,0.24804831902397245
26,5,4078.6955551339847,5945.452721917062,0.22779864328803934
27,5,3917.272709236668,5889.4199451811655,0.2117654105614065
28,5,3808.037036885907,5872.210984245739,0.19483663333710127
29,5,3729.248441323486,5850.485514853486,0.22858363008803848
30,5,3651.3684967556283,5832.563425698882,0.151900574054752
31,5,3604.476410519335,5802.863839908716,0.13440701770345176
32,5,3559.012321962397,5810.1851068536935,0.1067428833076823
33,5,3610.6453013783157,5869.568865668175,0.09062976095594229
34,5,3643.8238523571163,5873.497418940649,0.12461305325431453
35,5,3624.2523460569346,5894.731284215399,0.17542823233826738
36,5,3509.60429717961,5851.397350745394,0.15677683245830124
37,5,3481.0458885112853,5814.308287089153,0.19101747167274807
38,5,3545.1690637928236,5873.376822770761,0.06300881610173287
39,5,3563.5413483329557,5899.933178624933,0.15881230371623073
40,5,3543.4344701820846,5895.497278860728,0.13558900981199867
41,5,3534.22278880665,5909.528962126136,0.15015005126292255
42,5,3486.041767939802,5891.680091382091,0.2094939314476622
43,5,3539.7978229417654,5903.305405097932,0.18295259416362555
44,5,3555.0006047071756,5904.673820578143,0.26929187214213607
45,5,3471.518658683698,5894.222537684213,0.21621325988724727
46,5,3469.045166859791,5915.492152214007,0.23074449899043267
47,5,3411.192355303581,5891.094315017189,0.31249477757776584
48,5,3347.867443385311,5894.265218996009,0.3963365088651735
49,5,3354.645525949338,5898.588899897375,0.3894428835433514
50,5,3315.581389996427,5928.772929605787,0.34223785025234743
51,5,3280.3135115901255,5926.8753320692285,0.30306522680615905
52,5,3294.706100010491,5968.61459605757,0.36367587009641167
53,5,3238.6928101976446,5961.099839473382,0.39547885863975274
54,5,3170.914808619404,5940.012176975415,0.3424348093950484
55,5,3120.5011484982806,5916.569787468081,0.4231716955069109
56,5,3133.597085362809,5936.725046587175,0.35699017475112693
57,5,3061.284393050993,5903.531398546598,0.3724790814386695
58,5,3031.5786328980744,5928.292219447637,0.4278943545525594
59,5,2977.881596184577,5923.871754654062,0.4182350519938419
0,6,5268.102461362335,5977.715862907841,0.449
1,6,5256.004132494853,5988.929758110196,0.5052926318689109
2,6,5101.379595489465,5950.918848570308,0.5262316271147154
3,6,5092.273284151946,5952.521623026923,0.39090732575744896
4,6,5037.273350798573,5945.0183599289785,0.31124419868308784
5,6,4936.744739395053,5930.602685810699,0.20673280967974111
6,6,4987.766246932328,5942.518676579459,0.194921549655813
7,6,4990.373222959856,5962.586856998337,0.2169477816750081
8,6,4901.555990186212,5944.969824185014,0.16638447951284582
9,6,4775.925506731375,5920.777506246535,0.2677491464576817
10,6,4782.244484289268,5909.046877908158,0.2734792191989446
11,6,4680.929149798232,5847.957047546174,0.2600252106853965
12,6,4617.211514477783,5831.056487581367,0.27513203028067146
13,6,4650.542583384608,5807.1666130050535,0.22467491583860144
14,6,4647.799152064725,5813.3657353169965,0.27240024255715023
15,6,4567.121381762952,5830.846577782504,0.21538006500521245
16,6,4459.392680079446,5811.725524873618,0.2595252160995035
17,6,4395.242776636603,5810.323820541811,0.26911720047396503
18,6,4399.947695105056,5804.736540753344,0.32449590290112584
19,6,4377.080819622681,5809.066493779049,0.3089719666303117
20,6,4338.486726723373,5805.931991481648,0.3306171338606244
21,6,4283.802371184776,5803.171287840251,0.3477644861372128
22,6,4259.110876491248,5794.368707101737,0.34958557846601823
23,6,4203.9069617673495,5740.714140257887,0.42166886569272166
24,6,4200.203851924522,5748.121109149571,0.45089651016328464
25,6,4193.071080307602,5761.485575778847,0.41305891888078416
26,6,4168.358482497452,5751.566719559012,0.42944705587708465
27,6,4089.0911213183226,5721.592970432687,0.4354869819930046
28,6,3963.5280538276797,5699.2316402454235,0.333907000166841
29,6,3896.9847598703545,5664.020038186332,0.3416598229838843
30,6,3943.828918104633,5666.235608935041,0.3558656189197835
31,6,3895.0224343408004,5677.120617223057,0.3638373149823631
32,6,3922.5650397063923,5690.6483008135765,0.339854348563536
33,6,3973.5127153325197,5728.808658068497,0.3267188269217462
34,6,3944.2941927480247,5720.525515426245,0.2739708726048561
35,6,3897.245536605129,5723.582887546533,0.22455349112967032
36,6,3889.332797746667,5740.0169935608565,0.1967257624291668
37,6,3827.2496400640325,5719.65209654382,0.16841660232913203
38,6,3895.8592221308804,5713.912104633352,0.16981652981772688
39,6,3804.710524840662,5719.95277272097,0.18142225445251864
40,6,3711.8984982377683,5668.735604146383,0.2574589071774207
41,6,3708.288269280639,5688.165462708793,0.25957725123566805
42,6,3681.2610248332426,5692.382138167906,0.29182493349890737
43,6,3692.7173917473647,5675.897747411737,0.22924497338385358
44,6,3687.1548035119986,5705.908053951887,0.2951207604513886
45,6,3625.2550559664282,5681.286416279917,0.27665508364019775
46,6,3585.952781047066,5684.7735887550325,0.2005073675325506
47,6,3577.738768410488,5690.29068307424,0.26023607379478897
48,6,3558.2079410327297,5669.894541806216,0.19595757804734448
49,6,3582.86043355189,5692.882142396244,0.2378635115255711
50,6,3574.542545626628,5696.863403201289,0.14887620574779364
51,6,3546.798664277257,5671.819211437701,0.1434582027957871
52,6,3523.6025291976375,5686.9348250984,0.1659187747582736
53,6,3477.24876410422,5705.282021348057,0.16973237248828496
54,6,3494.1699665006604,5731.354098471424,0.23763937637606436
55,6,3515.6958110721057,5741.61935219393,0.13420414332243685
56,6,3450.6624713389297,5745.3138441432875,0.09096638754344827
57,6,3391.7407949392823,5736.197383297543,0.11950093646005933
58,6,3334.7093010403614,5729.89917275764,0.07334502931552425
59,6,3335.8881542374943,5718.5834644964225,0.003451777877685719
0,7,5268.102461362335,5977.715862907841,0.449
1,7,5082.574388665589,5920.2058866206235,0.463574244113584
2,7,4934.956962714274,5893.810385203144,0.39708034346536863
3,7,4883.204564064098,5894.749470933222,0.45750698290835384
4,7,4852.742688179296,5894.23549885452,0.4126882045504155
5,7,4749.869959441106,5876.346813514011,0.4449313234758778
6,7,4629.796113578983,5845.504935351794,0.4269176381057571
7,7,4545.252457373422,5811.9172852879165,0.36407920467263033
8,7,4609.216321598723,5821.27392965013,0.31497793772750876
9,7,4510.195752279795,5798.667726481341,0.2837732056339306
10,7,4404.177056872222,5790.809214292692,0.3184982179877831
11,7,4490.3353402280845,5843.817473355449,0.22054575372242569
12,7,4404.661135463157,5833.1220251803215,0.1421136420033817
13,7,4334.237252949521,5834.214197127283,0.1149588276504049
14,7,4330.767377303805,5852.054954056369,0.0952640971739806
15,7,4332.352321869232,5852.025340439111,0.12681629121466892
16,7,4320.632884128468,5855.32026544052,0.16231170717789423
17,7,4320.355619629713,5883.209458273507,0.12617366580934725
18,7,4275.914346963441,5859.316120296617,0.16930575433603146
19,7,4272.571236670399,5861.5976792443835,0.20403720278129345
20,7,4256.9666318665495,5881.770108103832,0.10466311165491231
21,7,4218.1548360045535,5868.4094681376755,0.12441587877062783
22,7,4229.584649470563,5864.7058005921135,0.1392652223884725
23,7,4133.118295421189,5879.886362490993,0.06727230678116003
24,7,4072.2817610294687,5856.196280538399,0.21579827032019802
25,7,4115.772970778663,5920.664917697986,0.24034892451519707
26,7,4166.611594588161,5948.262384079779,0.2618158648242628
27,7,4125.423078465741,5922.063065601469,0.27984016595526573
28,7,4126.322029214635,5898.661674946376,0.3129487872617065
29,7,4073.0757444059964,5913.484145756274,0.26831511619918436
30,7,4043.070445912647,5949.9472648811525,0.3179399899269182
31,7,3956.6351650916804,5945.103285465888,0.28088201699884985
32,7,3878.8603187593226,5948.636694271147,0.3079365698412636
33,7,3841.2033811192405,5931.45579043751,0.37806563846659536
34,7,3838.4512397296658,5938.726057999316,0.3662877992688326
35,7,3874.2028724839224,5976.191805790838,0.29384331680603065
36,7,3936.5252462304634,6045.1904429647675,0.26717735608165366
37,7,3949.42402470708,6048.883470396887,0.26820212892788503
38,7,3976.3893758428608,6053.035836298699,0.2875557057667054
39,7,3892.256161228772,6026.956126604961,0.25458297590182744
40,7,3836.2854353767316,5991.264305094489,0.1977522150640288
41,7,3820.9769706909283,6015.5962131236265,0.22990124608650936
42,7,3794.1407961222217,6018.7597009582705,0.21767160017150508
43,7,3738.3238817000197,5989.653828302609,0.24388304555642637
44,7,3785.50997054697,6000.8810126697435,0.14907889342544117
45,7,3760.691522735324,6017.531401880364,0.20289684869547248
46,7,3735.392522469511,6029.777669069378,0.2439966920287279
47,7,3739.0644605421357,6037.773974974401,0.3992457990696208
48,7,3668.6260919367696,5983.058110879294,0.43392634639122013
49,7,3586.5664137961858,5971.469922839086,0.4325714867222413
50,7,3498.9041374955636,5969.173425924245,0.41079928205515653
51,7,3422.772627362507,5952.006559146889,0.3230255870199149
52,7,3415.90777637551,5938.5019545236955,0.3681404895248715
53,7,3438.3897384136185,5949.5257788351455,0.32235766615339123
54,7,3447.301751962282,5960.067400681583,0.2750925954285868
